Company,Ticker,Date,Call
Starbucks ,SBUX,3/5/2016,Buy
Maxar Technologies ,MAXR,14/1/2019,Sell
Darden Restaurants ,DRI,12/4/2021,Buy
Logitech International ,LOGI,7/8/2018,Buy
Macy's ,M,12/5/2016,Sell
Innovative Industrial Pro ,IIPR,8/8/2019,Buy
Overseas Ship0ing Grou ,OSG,11/10/2016,Sell
Canopy Growth ,CGC,9/1/2020,Positive Mention
Corning ,GLW,30/4/2018,Sell
Idexx Laboratories ,IDXX,17/7/2019,Buy
Zebra Technologies ,ZBRA,17/10/2019,Buy
Zebra Technologies ,ZBRA,10/7/2019,Buy
Potash ,POT,16/2/2017,Positive Mention
Planet Fitness ,PLNT,5/1/2021,Buy
Endo Pharmaceuticals ,ENDP,6/9/2018,Sell
AEO ,AEO,29/8/2017,Sell
Walmart ,WMT,18/6/2018,Buy
Applied Materials ,AMAT,15/5/2019,Negative Mention
Workday ,WDAY,10/5/2016,Buy
BlackRock ,BLK,8/4/2022,Buy
JPMorgan Chase ,JPM,2/11/2017,Buy
Advanced Micro Devices ,AMD,3/4/2019,Buy
Cleveland-Cliffs ,CLF,6/4/2022,Positive Mention
Nucor ,NUE,30/1/2017,Buy
Centene ,CNC,7/5/2021,Buy
B&G Foods ,BGS,20/8/2019,Sell
Teva Pharmaceuticals ,TEVA,24/5/2017,Negative Mention
Norwegian Cruise Line ,NCLH,6/4/2022,Buy
Mastercard ,MA,6/8/2019,Buy
Sina ,SINA,10/1/2019,Sell
Walt Disney ,DIS,13/11/2019,Buy
Johnson & Johnson ,JNJ,2/3/2021,Buy
Six Flags ,SIX,25/9/2019,Positive Mention
Caterpillar ,CAT,28/10/2019,Buy
Nike ,NKE,1/7/2016,Buy
Logitech International ,LOGI,18/5/2021,Buy
Crown Castle ,CCI,23/10/2020,Buy
ZScaler ,ZS,20/9/2019,Buy
Mastercard ,MA,12/12/2019,Buy
Express Scripts ,ESRX,1/3/2018,Sell
Oracle ,ORCL,3/6/2020,Negative Mention
McDonald's ,MCD,29/11/2018,Buy
Netflix ,NFLX,19/10/2020,Buy
Twilio ,TWLO,21/3/2019,Buy
Cisco Systems ,CSCO,30/1/2017,Buy
GW Pharmaceuticals ,GWPH,14/10/2020,Positive Mention
Skyworks Solutions ,SWKS,2/5/2017,Buy
Microsoft ,MSFT,17/6/2021,Buy
Abbott Laboratories ,ABT,17/5/2019,Buy
Clorox ,CLX,27/9/2017,Negative Mention
United Parcel Service ,UPS,27/7/2016,Buy
Starbucks ,SBUX,7/5/2019,Buy
Chevron ,CVX,25/8/2020,Positive Mention
Buffalo Wild Wings ,BWLD,15/11/2016,Buy
Magellan Midstream Partne ,MMP,9/1/2017,Buy
Ventas ,VTR,7/3/2018,Negative Mention
Dow ,DOW,28/10/2019,Buy
Lennar ,LEN,22/6/2018,Negative Mention
CIT Group ,CIT,1/3/2018,Positive Mention
Rackspace Technology ,RXT,15/9/2020,Sell
Coty ,COTY,27/4/2021,Positive Mention
Dollar General ,DG,25/8/2016,Negative Mention
Survey Monkey ,SVMK,12/8/2019,Buy
Virgin Galactic ,SPCE,16/12/2021,Sell
Nike ,NKE,8/11/2019,Buy
Snap ,SNAP,1/3/2021,Buy
TTM Technologies Inc ,TTMI,13/9/2019,Sell
Lowe's ,LOW,18/8/2021,Buy
Bank of America ,BAC,9/11/2018,Buy
Applied Materials ,AMAT,1/5/2018,Buy
Loxo Oncology ,LOXO,21/11/2017,Positive Mention
Home Depot ,HD,17/10/2018,Negative Mention
Ulta Beauty ,ULTA,30/9/2016,Buy
Alibaba ,BABA,14/2/2020,Buy
American Airlines ,AAL,20/8/2020,Negative Mention
Corsair Gaming ,CRSR,3/5/2022,Sell
Corsair Gaming ,CRSR,3/5/2022,Sell
Carrier Global ,CARR,24/4/2020,Sell
Gilead Sciences ,GILD,22/6/2018,Positive Mention
Tesla ,TSLA,22/6/2016,Negative Mention
Del Taco Restaurants ,TACO,17/10/2018,Sell
Alteryx ,AYX,14/2/2020,Buy
Clorox ,CLX,27/1/2020,Buy
Proofpoint ,PFPT,16/11/2017,Buy
Zynga ,ZNGA,20/6/2019,Sell
Sherwin-Williams ,SHW,21/1/2021,Buy
ConAgra Foods ,CAG,1/8/2018,Buy
Merck ,MRK,2/2/2018,Buy
Karuna Therapeutics ,KRTX,1/12/2021,Buy
Exxon Mobil ,XOM,1/5/2019,Positive Mention
Berkshire Hathaway ,BRK.B,14/6/2017,Buy
Nokia ,NOK,6/2/2019,Buy
Best +2 ,BBY,5/10/2018,Negative Mention
Edgewell Personal Care ,EPC,22/5/2019,Buy
Verizon ,VZ,25/1/2019,Negative Mention
Chevron ,CVX,19/1/2022,Buy
Procter & Gamble ,PG,20/7/2017,Buy
Yahoo! ,YHOO,13/1/2017,Sell
Worthington Industries ,WOR,22/11/2016,Buy
Alexandria Real Estate Eq ,ARE,4/10/2019,Buy
CSX ,CSX,15/10/2021,Negative Mention
Pioneer Natural Resources ,PXD,1/5/2018,Buy
NVIDIA ,NVDA,3/5/2018,Buy
Texas Instruments ,TXN,24/4/2019,Buy
Hasbro ,HAS,25/7/2017,Buy
Tesla ,TSLA,11/11/2020,Buy
Linde ,LIN,28/11/2018,Buy
Southwest Airlines ,LUV,14/12/2018,Positive Mention
MITSUBISHI UFJ FIN ,MTU,19/1/2018,Buy
Freeport-McMoRan ,FCX,19/4/2016,Positive Mention
Sonos ,SONO,28/10/2021,Buy
Okta ,OKTA,22/9/2020,Buy
Canada Goose ,GOOS,17/3/2022,Negative Mention
Voya Financial ,VOYA,17/3/2017,Buy
Citigroup ,C,18/7/2018,Positive Mention
Nordstrom ,JWN,5/8/2016,Sell
Mattel ,MAT,5/12/2017,Sell
Roblox ,RBLX,26/5/2021,Buy
Funko ,FNKO,20/9/2019,Buy
Danaher ,DHR,16/4/2021,Buy
GrowGeneration ,GRWG,15/10/2021,Sell
United Parcel Service ,UPS,31/7/2019,Buy
Deere & Company ,DE,2/3/2018,Negative Mention
Ford Motor ,F,10/11/2016,Negative Mention
TherapeuticsMD ,TXMD,16/10/2018,Sell
Jabil ,JBL,23/9/2016,Buy
Exxon Mobil ,XOM,22/4/2016,Negative Mention
Walt Disney ,DIS,19/11/2021,Buy
TJX Companies ,TJX,11/5/2017,Buy
Digital Realty Trust ,DLR,21/1/2022,Buy
Arista Networks ,ANET,8/11/2018,Buy
Sherwin-Williams ,SHW,3/5/2021,Buy
Sorrento Therapeutics ,SRNE,14/7/2020,Negative Mention
Buffalo Wild Wings ,BWLD,27/4/2016,Buy
Seven Oaks Acquisition ,SVOK,21/6/2021,Buy
Charles River Labs ,CRL,26/2/2019,Buy
Skyworks Solutions ,SWKS,18/1/2017,Positive Mention
Ollie's Bargain Outlet ,OLLI,5/4/2018,Buy
Burlington Stores ,BURL,20/4/2017,Positive Mention
Bank of America ,BAC,6/12/2019,Buy
Intel ,INTC,15/10/2021,Negative Mention
Edwards Lifesciences ,EW,9/7/2019,Buy
Target ,TGT,2/3/2018,Positive Mention
Walmart ,WMT,9/5/2018,Buy
Leggett & Platt ,LEG,9/11/2018,Negative Mention
Zebra Technologies ,ZBRA,9/5/2019,Buy
CSX ,CSX,17/11/2021,Negative Mention
Chevron ,CVX,8/12/2021,Buy
Panera Bread ,PNRA,8/2/2017,Positive Mention
Okta ,OKTA,14/3/2019,Buy
Intuitive Surgical ,ISRG,24/2/2021,Buy
RH ,RH,9/9/2021,Buy
Snap ,SNAP,24/6/2020,Negative Mention
Starbucks ,SBUX,28/1/2020,Buy
Micron Technology ,MU,9/1/2019,Buy
Domino's Pizza ,DPZ,8/10/2021,Buy
Goldman Sachs ,GS,19/12/2018,Positive Mention
Apple ,AAPL,15/6/2018,Buy
Bristol-Myers Squibb ,BMY,28/1/2022,Buy
Walgreens Boots Alliance ,WBA,8/4/2019,Negative Mention
Raytheon Technologies ,RTX,25/8/2020,Negative Mention
Burlington Stores ,BURL,27/9/2017,Buy
Walt Disney ,DIS,5/8/2020,Buy
Idexx Laboratories ,IDXX,13/9/2017,Buy
Prospect Capital ,PSEC,29/6/2016,Negative Mention
Dicks Sporting Goods ,DKS,1/2/2021,Buy
Tesla ,TSLA,3/5/2018,Positive Mention
Symantec ,SYMC,22/8/2019,Buy
Zoom Video Communications ,ZM,3/1/2022,Positive Mention
TherapeuticsMD ,TXMD,8/10/2018,Positive Mention
Carnival ,CCL,23/5/2018,Buy
Tyson Foods ,TSN,2/3/2020,Negative Mention
McDonald's ,MCD,21/3/2018,Buy
Granite Construction ,GVA,1/10/2018,Sell
MongoDB ,MDB,6/12/2019,Negative Mention
McDonald's ,MCD,25/1/2019,Buy
Krystal Biotech ,KRYS,13/9/2019,Negative Mention
Signet Jewelers ,SIG,3/3/2017,Negative Mention
The Trade Desk ,TTD,11/12/2019,Buy
AFLAC ,AFL,24/4/2019,Positive Mention
Block ,SQ,15/6/2018,Buy
Dominion Energy ,D,4/1/2017,Buy
Skyworks Solutions ,SWKS,26/2/2019,Buy
Roku ,ROKU,14/6/2021,Negative Mention
Netflix ,NFLX,22/4/2020,Buy
NVIDIA ,NVDA,28/6/2021,Buy
Visa ,V,8/8/2017,Buy
Norwegian Cruise Line ,NCLH,20/8/2020,Negative Mention
Hain Celestial Group ,HAIN,6/8/2019,Sell
Endeavor Group ,EDR,18/10/2021,Buy
Darden Restaurants ,DRI,10/12/2021,Buy
Home Depot ,HD,13/6/2019,Buy
Zillow Group ,ZG,8/10/2018,Sell
Lam Research ,LRCX,20/10/2016,Buy
International Flavors and ,IFF,13/11/2017,Buy
Caterpillar ,CAT,5/10/2016,Positive Mention
Home Depot ,HD,17/7/2020,Buy
Salesforce ,CRM,9/9/2019,Buy
Costco ,COST,24/10/2019,Buy
Carnival ,CCL,27/1/2017,Buy
Union Pacific ,UNP,15/10/2021,Negative Mention
Tableau Software ,DATA,9/8/2017,Buy
Roku ,ROKU,13/10/2020,Buy
Exxon Mobil ,XOM,13/3/2017,Negative Mention
CVS Health ,CVS,25/3/2022,Buy
Caterpillar ,CAT,4/1/2021,Buy
Occidental Petroleum ,OXY,3/5/2016,Buy
Adobe Systems ,ADBE,15/6/2018,Buy
Home Depot ,HD,10/5/2016,Buy
CarGurus ,CARG,16/5/2019,Sell
Ford Motor ,F,5/5/2021,Buy
NVIDIA ,NVDA,15/10/2021,Buy
Micron Technology ,MU,22/12/2016,Positive Mention
Honeywell ,HON,14/1/2021,Buy
Thor Industries ,THO,14/6/2018,Buy
Microsoft ,MSFT,30/3/2020,Buy
Pioneer Natural Resources ,PXD,22/5/2018,Buy
Peloton ,PTON,22/7/2021,Sell
Lululemon Athletica ,LULU,24/3/2017,Buy
Prudential ,PRU,22/6/2018,Buy
Crane ,CR,1/11/2016,Buy
World Wrestling Entertain ,WWE,24/7/2018,Buy
UnitedHealth Group ,UNH,16/12/2016,Positive Mention
Wayfair ,W,6/9/2016,Sell
Gap ,GPS,23/8/2016,Negative Mention
Fortinet ,FTNT,10/5/2016,Buy
Starbucks ,SBUX,23/4/2021,Negative Mention
Mettler-Toledo Internatio ,MTD,11/1/2017,Positive Mention
Under Armour ,UAA,20/6/2018,Buy
Grubhub ,GRUB,1/8/2018,Buy
Adobe Systems ,ADBE,20/7/2017,Buy
Starbucks ,SBUX,14/12/2018,Buy
Kansas City Southern ,KSU,21/4/2021,Buy
Desktop Metal ,DM,3/3/2022,Sell
Take-Two Interactive ,TTWO,14/5/2021,Buy
Canopy Growth ,CGC,18/8/2021,Negative Mention
Hasbro ,HAS,24/4/2017,Buy
CSX ,CSX,11/1/2019,Buy
Marriott Vacations Worldw ,VAC,8/10/2018,Negative Mention
Macy's ,M,26/11/2018,Buy
Southwest Airlines ,LUV,20/10/2016,Buy
Las Vegas Sands ,LVS,28/9/2018,Negative Mention
Union Pacific ,UNP,13/1/2017,Sell
Colgate-Palmolive ,CL,24/4/2019,Buy
U.S. Silica 0ings ,SLCA,1/6/2017,Sell
Wingstop ,WING,12/10/2020,Positive Mention
AGCO ,AGCO,1/5/2018,Buy
Deere & Company ,DE,14/5/2021,Negative Mention
General Mills ,GIS,14/9/2018,Negative Mention
Plug Power ,PLUG,9/4/2020,Sell
Microsoft ,MSFT,8/1/2021,Buy
Lennar ,LEN,3/10/2017,Positive Mention
Herbalife ,HLF,16/2/2017,Negative Mention
Marathon Petroleum ,MPC,1/2/2018,Buy
Schneider National ,SNDR,23/5/2017,Buy
Cisco Systems ,CSCO,2/6/2022,Positive Mention
Macy's ,M,4/3/2022,Buy
Dexcom ,DXCM,4/8/2016,Buy
Wingstop ,WING,14/5/2020,Buy
ServiceNow ,NOW,26/1/2017,Buy
Netflix ,NFLX,27/10/2020,Positive Mention
Tesla ,TSLA,27/9/2021,Buy
Zoom Video Communications ,ZM,14/4/2022,Positive Mention
GW Pharmaceuticals ,GWPH,11/7/2019,Positive Mention
Campbell Soup ,CPB,4/3/2022,Buy
FedEx ,FDX,3/8/2021,Buy
Nike ,NKE,23/9/2020,Buy
AT&T ,T,16/4/2019,Positive Mention
Abbott Laboratories ,ABT,1/3/2018,Buy
3D Systems ,DDD,15/6/2017,Sell
Johnson & Johnson ,JNJ,20/6/2019,Buy
Netflix ,NFLX,10/5/2016,Buy
Schlumberger ,SLB,22/11/2016,Buy
Johnson & Johnson ,JNJ,21/1/2022,Positive Mention
Jumia Technologies ,JMIA,29/7/2020,Sell
Goldman Sachs ,GS,16/10/2018,Buy
Qualcomm ,QCOM,6/2/2019,Buy
Cynosure ,CYNO,27/10/2016,Negative Mention
Apple ,AAPL,15/5/2019,Buy
JetBlue Airways ,JBLU,10/12/2019,Sell
Philip Morris Internation ,PM,15/6/2016,Buy
Verizon ,VZ,25/1/2022,Buy
Chevron ,CVX,22/4/2016,Negative Mention
Marathon Petroleum ,MPC,26/11/2018,Negative Mention
Ford Motor ,F,2/6/2016,Negative Mention
Lululemon Athletica ,LULU,17/12/2021,Positive Mention
Starbucks ,SBUX,29/7/2019,Buy
Agenus ,AGEN,9/6/2020,Negative Mention
Snowflake ,SNOW,25/2/2022,Positive Mention
Tesla ,TSLA,9/8/2017,Positive Mention
Visa ,V,22/4/2016,Positive Mention
PayPal ,PYPL,18/4/2019,Buy
Paysafe ,PSFE,28/10/2021,Positive Mention
Chevron ,CVX,5/10/2017,Buy
JPMorgan Chase ,JPM,12/10/2017,Positive Mention
Celgene ,CELG,16/5/2016,Positive Mention
ConAgra Foods ,CAG,24/6/2016,Buy
RingCentral ,RNG,7/10/2019,Buy
Energy Transfer Partners ,ETP,11/10/2017,Sell
American Express ,AXP,16/4/2021,Buy
Las Vegas Sands ,LVS,26/7/2016,Positive Mention
CBRE Group ,CBRE,27/10/2017,Buy
Carmax ,KMX,14/4/2022,Negative Mention
Twitter ,TWTR,17/4/2018,Buy
Lululemon Athletica ,LULU,2/6/2017,Positive Mention
Cameco ,CCJ,22/4/2016,Sell
Science Applications Inte ,SAIC,11/4/2017,Sell
Dominion Energy ,D,7/3/2018,Buy
Salesforce ,CRM,4/9/2018,Buy
Avalara ,AVLR,7/3/2019,Sell
AMC Entertainment ,AMC,10/8/2021,Positive Mention
Gilead Sciences ,GILD,28/8/2017,Positive Mention
Tyson Foods ,TSN,19/8/2020,Sell
Caterpillar ,CAT,10/10/2018,Negative Mention
McDonald's ,MCD,6/12/2017,Buy
Target ,TGT,12/8/2019,Buy
TRI Pointe Homes ,TPH,30/4/2019,Buy
Ford Motor ,F,1/10/2018,Negative Mention
Palo Alto Networks ,PANW,17/7/2019,Buy
BigCommerce ,BIGC,8/12/2021,Negative Mention
Bed Bath & Beyond ,BBBY,11/7/2019,Sell
AK Steel 0ing ,AKS,5/3/2018,Sell
Aurora Cannabis ,ACB,24/10/2019,Negative Mention
Alibaba ,BABA,30/4/2018,Buy
Skyworks Solutions ,SWKS,18/8/2021,Buy
Macy's ,M,29/11/2021,Buy
Consolidated Edison ,ED,5/10/2017,Buy
Medtronic ,MDT,22/8/2017,Positive Mention
Hydrofarm ,HYFM,7/10/2021,Positive Mention
Science Applications Inte ,SAIC,9/11/2017,Buy
Paychex ,PAYX,20/3/2020,Negative Mention
Walgreens Boots Alliance ,WBA,20/7/2017,Sell
General Electric ,GE,23/7/2018,Negative Mention
Walt Disney ,DIS,23/9/2021,Negative Mention
Union Pacific ,UNP,11/10/2019,Negative Mention
Frontline ,FRO,26/10/2016,Sell
Albertsons ,ACI,23/10/2020,Negative Mention
IBM ,IBM,14/5/2019,Buy
Henry Schein ,HSIC,8/8/2017,Buy
Bank of Internet ,BOFI,15/9/2016,Negative Mention
Kohl's ,KSS,12/5/2016,Sell
Union Pacific ,UNP,17/7/2020,Buy
Mondelez International ,MDLZ,27/10/2017,Negative Mention
Pepsico ,PEP,2/4/2020,Buy
United Parcel Service ,UPS,21/6/2021,Buy
Cypress Semiconductor ,CY,5/12/2017,Buy
Macy's ,M,11/5/2016,Sell
Tupperware ,TUP,27/7/2017,Sell
Keurig Dr Pepper ,KDP,1/10/2021,Buy
Clorox ,CLX,2/2/2018,Positive Mention
Boeing ,BA,25/7/2019,Negative Mention
FedEx ,FDX,14/12/2018,Negative Mention
Dexcom ,DXCM,7/5/2019,Buy
Carbonite ,CARB,22/6/2018,Sell
General Electric ,GE,20/6/2018,Negative Mention
McDonald's ,MCD,22/1/2021,Positive Mention
Johnson & Johnson ,JNJ,18/6/2018,Buy
Apple ,AAPL,29/10/2021,Buy
Arrowhead Pharmaceuticals ,ARWR,21/5/2020,Positive Mention
HP ,HPQ,25/5/2017,Buy
UnitedHealth Group ,UNH,6/5/2019,Buy
AT&T ,T,15/10/2021,Negative Mention
American Electric Power ,AEP,26/10/2020,Buy
CSX ,CSX,10/7/2018,Buy
Allstate ,ALL,5/5/2016,Positive Mention
Flowers Foods ,FLO,26/4/2021,Negative Mention
Marriott International ,MAR,24/3/2017,Buy
Stratasys ,SSYS,14/8/2018,Negative Mention
AutoZone ,AZO,5/7/2017,Sell
indie Semiconductor ,INDI,2/5/2022,Sell
ServiceNow ,NOW,29/7/2019,Buy
Chevron ,CVX,19/10/2021,Buy
Apple ,AAPL,7/10/2019,Buy
Adaptimmune Therapeutics ,ADAP,15/5/2018,Sell
Boyd Gaming ,BYD,9/1/2019,Buy
AMC Entertainment ,AMC,27/7/2016,Buy
Penn National Gaming ,PENN,1/10/2021,Buy
Red Robin Gourmet Burgers ,RRGB,28/4/2016,Sell
Boeing ,BA,15/11/2016,Positive Mention
H&R Block ,HRB,14/6/2018,Sell
NVIDIA ,NVDA,9/1/2019,Buy
Sirius XM Radio ,SIRI,17/8/2017,Buy
CNH Industrial ,CNHI,5/1/2022,Buy
Pioneer Natural Resources ,PXD,1/11/2021,Buy
Devon Energy ,DVN,1/11/2021,Buy
Guidewire Software ,GWRE,5/10/2018,Buy
Eastman Chemical ,EMN,17/8/2021,Buy
Delta Air Lines ,DAL,18/7/2016,Positive Mention
PayPal ,PYPL,21/10/2020,Buy
Netflix ,NFLX,14/6/2018,Positive Mention
Canada Goose ,GOOS,9/11/2018,Buy
Advanced Micro Devices ,AMD,2/6/2017,Buy
Burlington Stores ,BURL,13/3/2019,Negative Mention
Albemarle ,ALB,18/5/2022,Buy
PayPal ,PYPL,15/6/2018,Buy
Cabot Corp ,CBT,8/4/2019,Buy
Cisco Systems ,CSCO,25/2/2019,Buy
General Electric ,GE,27/2/2019,Buy
Walt Disney ,DIS,29/3/2021,Buy
TherapeuticsMD ,TXMD,7/2/2019,Negative Mention
JetBlue Airways ,JBLU,29/4/2021,Sell
American Electric Power ,AEP,20/11/2018,Negative Mention
Tesla ,TSLA,14/12/2021,Positive Mention
Visa ,V,19/2/2020,Buy
FedEx ,FDX,29/3/2022,Buy
Starbucks ,SBUX,10/10/2018,Buy
Domino's Pizza ,DPZ,15/2/2019,Buy
Northrop Grumman ,NOC,29/10/2018,Negative Mention
Qualcomm ,QCOM,16/5/2017,Buy
Carnival ,CCL,18/7/2018,Buy
AppHarvest ,APPH,20/10/2021,Sell
CyrusOne ,CONE,3/10/2018,Buy
Take-Two Interactive ,TTWO,10/8/2020,Buy
JPMorgan Chase ,JPM,18/4/2019,Buy
Paychex ,PAYX,22/6/2018,Positive Mention
FedEx ,FDX,15/6/2018,Buy
Centene ,CNC,29/11/2021,Buy
Domino's Pizza ,DPZ,6/3/2017,Buy
Scotts Miracle-Gro ,SMG,14/8/2018,Sell
Netflix ,NFLX,18/7/2019,Sell
Goldman Sachs ,GS,13/1/2017,Buy
Electronic Arts ,EA,1/8/2018,Buy
Coca-Cola ,KO,9/2/2017,Negative Mention
Western Union ,WU,17/3/2022,Buy
Philip Morris Internation ,PM,23/3/2017,Buy
Smart Global 0ings ,SGH,23/1/2019,Sell
Ruckus Wireless ,RKUS,4/5/2016,Sell
General Mills ,GIS,18/9/2020,Buy
Lloyds TSB ,LYG,17/5/2018,Positive Mention
Morgan Stanley ,MS,7/11/2016,Positive Mention
DowDuPont ,DWDP,29/11/2018,Buy
UnitedHealth Group ,UNH,7/9/2018,Buy
Utz Brands ,UTZ,20/5/2021,Sell
MasTec ,MTZ,18/12/2020,Buy
Baker Hughes ,BHI,22/4/2016,Positive Mention
Advanced Micro Devices ,AMD,22/2/2017,Buy
Marathon Petroleum ,MPC,5/7/2018,Buy
Henry Schein ,HSIC,24/3/2017,Buy
Micron Technology ,MU,4/10/2019,Buy
Mondelez International ,MDLZ,30/1/2020,Buy
CIGNA ,CI,6/2/2020,Buy
Salesforce ,CRM,28/11/2018,Positive Mention
MFA Financial ,MFA,10/5/2016,Sell
General Motors ,GM,2/6/2016,Negative Mention
Union Pacific ,UNP,29/6/2020,Buy
Clorox ,CLX,4/2/2019,Buy
Albemarle ,ALB,31/7/2019,Negative Mention
Clean Harbors ,CLH,6/2/2019,Negative Mention
Crown Castle ,CCI,17/9/2021,Buy
Berkshire Hathaway ,BRK.B,21/3/2019,Buy
Core Labs ,CLB,20/6/2016,Positive Mention
CyberArk Software ,CYBR,19/12/2018,Buy
ZTO Express ,ZTO,3/11/2016,Sell
AT&T ,T,14/4/2022,Sell
Salesforce ,CRM,6/8/2020,Buy
Uber ,UBER,10/1/2022,Buy
Exelon ,EXC,6/9/2018,Buy
BigCommerce ,BIGC,7/1/2021,Negative Mention
Electronic Arts ,EA,10/5/2017,Buy
Starbucks ,SBUX,11/1/2021,Buy
Vail Resorts ,MTN,8/10/2018,Buy
Lithia Motors ,LAD,14/4/2022,Buy
LM Ericsson ,ERIC,6/2/2019,Positive Mention
Lydall ,LDL,3/5/2021,Buy
Accenture ,ACN,23/9/2016,Buy
Duke Energy ,DUK,9/1/2018,Negative Mention
Mosaic ,MOS,13/4/2022,Negative Mention
Walgreens Boots Alliance ,WBA,19/9/2017,Sell
Netflix ,NFLX,24/2/2021,Buy
Mattel ,MAT,9/7/2018,Negative Mention
Inseego ,INSG,21/7/2021,Sell
Tandem Diabetes Care ,TNDM,21/10/2019,Buy
Honeywell ,HON,17/7/2020,Buy
General Electric ,GE,12/10/2018,Negative Mention
Perficient ,PRFT,26/10/2021,Sell
Netflix ,NFLX,12/10/2018,Positive Mention
TJX Companies ,TJX,28/2/2018,Positive Mention
O'Reilly Automotive ,ORLY,23/10/2017,Sell
Procter & Gamble ,PG,24/4/2019,Buy
Lam Research ,LRCX,19/2/2020,Buy
Intrexon ,XON,11/3/2019,Sell
Palo Alto Networks ,PANW,5/4/2019,Buy
Caterpillar ,CAT,17/7/2017,Buy
Las Vegas Sands ,LVS,21/4/2016,Negative Mention
Wabco 0ings ,WAB,1/7/2016,Hold
Apple ,AAPL,1/12/2020,Buy
Cloudera ,CLDR,8/8/2019,Negative Mention
Lockheed Martin ,LMT,2/12/2019,Buy
Bed Bath & Beyond ,BBBY,16/12/2016,Sell
Cummins ,CMI,12/7/2016,Positive Mention
Nordstrom ,JWN,6/3/2018,Buy
BP ,BP,26/1/2017,Negative Mention
Microsoft ,MSFT,3/6/2020,Buy
Take-Two Interactive ,TTWO,12/8/2019,Buy
Nucor ,NUE,24/5/2018,Positive Mention
Pfizer ,PFE,25/8/2020,Negative Mention
CSX ,CSX,28/10/2019,Buy
Idexx Laboratories ,IDXX,12/9/2016,Buy
Goldman Sachs ,GS,16/1/2019,Buy
ServiceNow ,NOW,2/8/2016,Buy
3M ,MMM,27/7/2021,Buy
Exxon Mobil ,XOM,22/7/2016,Positive Mention
Okta ,OKTA,12/8/2019,Positive Mention
TripAdvisor ,TRIP,3/3/2017,Sell
Chipotle Mexican Grill ,CMG,7/2/2019,Buy
e.l.f. Beauty ,ELF,22/9/2020,Buy
Nike ,NKE,10/8/2017,Buy
McDonald's ,MCD,23/10/2018,Buy
Bausch Health ,BHC,20/6/2019,Buy
Boeing ,BA,27/4/2016,Positive Mention
Medtronic ,MDT,15/7/2020,Buy
S&P Global ,SPGI,14/5/2020,Buy
JPMorgan Chase ,JPM,29/1/2018,Buy
American Electric Power ,AEP,20/12/2017,Buy
Raytheon ,RTN,14/6/2018,Buy
3D Systems ,DDD,8/12/2016,Sell
General Dynamics ,GD,2/2/2018,Buy
Xilinx ,XLNX,3/5/2018,Negative Mention
Mastercard ,MA,8/8/2017,Buy
Federal Realty Investment ,FRT,2/11/2017,Buy
Procter & Gamble ,PG,10/10/2017,Buy
LendingTree ,TREE,17/5/2016,Negative Mention
Occidental Petroleum ,OXY,8/9/2016,Buy
Ralph Lauren ,RL,14/5/2021,Buy
NovoCure ,NVCR,6/8/2019,Buy
Sirius XM Radio ,SIRI,15/6/2017,Buy
PVH Corp ,PVH,8/8/2017,Buy
Intellia Therapeutics ,NTLA,1/12/2016,Negative Mention
Sunrun ,RUN,9/5/2019,Negative Mention
Boeing ,BA,26/1/2018,Buy
Procter & Gamble ,PG,23/1/2019,Buy
Activision Blizzard ,ATVI,4/12/2018,Buy
Emergent BioSolutions ,EBS,17/5/2021,Sell
Workday ,WDAY,23/9/2016,Positive Mention
Boston Beer ,SAM,17/10/2019,Buy
Amazon ,AMZN,9/8/2017,Buy
Sonos ,SONO,25/11/2019,Negative Mention
Intel ,INTC,14/5/2018,Buy
CSX ,CSX,13/11/2017,Negative Mention
Starbucks ,SBUX,16/11/2020,Positive Mention
IBM ,IBM,29/7/2019,Buy
BlackRock ,BLK,16/10/2018,Positive Mention
Argan ,AGX,23/2/2017,Sell
Graphic Packaging 0ing ,GPK,2/2/2022,Buy
CBRL Group ,CBRL,13/6/2016,Positive Mention
Union Pacific ,UNP,19/7/2018,Negative Mention
Workday ,WDAY,7/11/2016,Buy
Idexx Laboratories ,IDXX,30/10/2019,Buy
Workday ,WDAY,22/5/2019,Buy
Netflix ,NFLX,22/8/2017,Negative Mention
LTC Properties ,LTC,17/6/2016,Sell
Lockheed Martin ,LMT,29/6/2020,Buy
Kontoor Brands ,KTB,3/6/2019,Negative Mention
Estee Lauder ,EL,1/5/2020,Buy
General Electric ,GE,12/10/2020,Positive Mention
Dollar General ,DG,10/9/2019,Buy
Cisco Systems ,CSCO,9/5/2019,Buy
Lowe's ,LOW,4/1/2021,Buy
Microsoft ,MSFT,5/4/2021,Buy
Steel Dynamics ,STLD,5/5/2017,Positive Mention
Zynga ,ZNGA,14/5/2021,Buy
Netflix ,NFLX,1/12/2020,Buy
Hasbro ,HAS,23/7/2019,Buy
Advanced Micro Devices ,AMD,8/1/2021,Buy
Tesla ,TSLA,4/2/2021,Buy
Exxon Mobil ,XOM,25/8/2020,Sell
Domino's Pizza ,DPZ,27/4/2017,Buy
Allegiant Travel ,ALGT,2/6/2022,Sell
Twilio ,TWLO,30/6/2020,Buy
Apache ,APA,1/11/2016,Buy
Bank of America ,BAC,11/10/2019,Positive Mention
Activision Blizzard ,ATVI,21/6/2019,Negative Mention
Microsoft ,MSFT,2/5/2018,Buy
JM Smucker ,SJM,27/10/2017,Negative Mention
